164985,225214
105089,282815
167906,288975
69880,231953
135499,160294
112813,112814
112813,112814
199372,399560
179001,391697
21166,207188
118948,191846
55727,78359
55727,78359
55727,78359
55727,78359
55727,78359
12147,73388
24632,82995
42888,58675
4092,104191
55727,78359
246337,301834
213603,213604
213603,213604
219649,233695
219649,233695
99505,126694
75000,156489
112813,112814
112813,112814
348108,372238
124,243477
12526,33054
147735,169543
30704,100579
30704,100579
11799,11804
335486,338843
32428,118086
11799,11804
135652,152314
36892,296324
36892,296324
36892,296324
132737,135088
335486,338843
5384,110507
65390,180936
25705,176603
55727,78359
119540,273430
2770,20182
213603,213604
213603,213604
213603,213604
348108,372238
75183,155666
29159,44315
74012,162579
20338,202170
91623,159503
97264,261804
112813,112814
112813,112814
116154,291163
116154,291163
8558,315381
124119,281058
112813,112814
38504,65004
8787,23338
7630,79348
32514,107918
16019,21232
213603,213604
160798,164828
213603,213604
93003,163816
221215,230413
47917,53541
47947,123949
160798,233468
68164,90017
1602,316508
280181,345827
55727,78359
20193,22379
106810,129187
57824,82730
9762,16457
188388,210464
112813,112814
119540,273430
41233,46638
2230,17348
120942,146227
52177,342582
213603,213604
57001,121673
138094,164230
81011,88567
13837,15316
56630,142980
34869,37099
11426,31915
4891,154368
348108,372238
42761,58894
21397,75306
144045,156667
213603,213604
100394,173813
193203,228571
193203,228571
219649,233695
137144,186907
8680,40204
30623,76457
36169,48825
55047,109596
42828,329732
69474,378519
16109,16111
76608,88760
160798,233468
13083,50229
190422,246920
190422,246920
33850,93424
33850,93424
94085,98742
9762,16457
38673,51162
28879,102134
163452,183408
335486,338843
10546,64751
112813,112814
12681,26230
42284,52236
219649,233695
14254,17479
14280,110854
32531,276029
32531,276029
113905,188421
348108,372238
33116,53698
69474,378519
13169,128999
5582,47930
14435,59509
36240,42176
35284,59771
63076,67221
20676,60967
21742,46750
42687,161938
15708,44578
33138,86967
213603,213604
62212,283926
8720,22915
190422,246920
21584,43288
13867,21789
20761,37316
42687,161938
10894,99122
10894,99122
10904,91931
10904,91931
4406,19471
4465,124908
137144,186907
11462,163294
57824,82730
599,24701
40257,87944
239451,240095
599,24701
26661,50066
160798,233468
94879,105993
94879,105993
348108,372238
1806,4389
16164,156021
6854,19622
29036,77589
28513,51175
61337,129710
23490,86953
23490,86953
23529,65611
91927,215767
55727,78359
227683,433612
32026,51830
41783,66432
43657,62080
4005,44111
43657,62080
112813,112814
2223,68284
68757,74320
11065,31591
41885,66520
19767,20763
14245,54528
85960,100001
14245,54528
34069,93746
124,243477
183356,250924
164133,173160
164133,173160
94558,146062
60469,178472
60469,178472
60469,178472
30137,90577
335486,338843
42868,123096
134939,348821
134939,348821
11773,48550
45101,60937
45101,60937
349,37216
23490,86953
69474,378519
10149,30877
2770,20182
121006,121475
2770,20182
348108,372238
12608,33227
40389,44825
5384,110507
43061,109415
92198,136950
57824,82730
15615,60709
6290,16051
146593,146661
195496,311567
23490,86953
23490,86953
335486,338843
4390,30922
2991,8183
89139,105230
10654,31197
95647,164236
23490,86953
4406,19471
22967,63725
175657,467601
128,26513
16750,36684
10902,19148
91927,215767
46382,130396
9169,110248
237977,435552
57824,82730
219649,233695
2348,14698
31185,67407
335486,338843
55727,78359
2246,40924
94800,103148
94800,103148
26015,118232
137036,224119
38006,62586
79592,100920
7651,34204
23490,86953
57455,144221
42080,46728
49952,150470
42687,161938
34594,82034
42714,100259
55727,78359
55727,78359
5457,15489
176,131232
69474,378519
160798,233468
33492,65243
67554,67555
14435,59509
18946,21193
180712,234292
55727,78359
47917,53541
62813,67412
62813,67412
160798,233468
37888,72095
335486,338843
151034,335156
10149,30877
43606,50157
73,42018
36205,52427
24373,147147
14981,48053
41073,112127
10596,10598
70863,83615
4804,26284
160798,233468
30582,47276
42687,161938
23490,86953
84915,143456
12681,26230
19994,43938
38942,68149
137144,186907
10539,49330
72095,84026
15661,42039
4998,6165
19006,20353
33895,42977
22787,54074
47947,123949
22753,47498
22753,47498
873,74023
873,74023
247514,290865
53198,136177
29195,53482
12517,65503
56946,80954
335486,338843
14599,32239
4767,8324
5238,25749
14599,32239
56536,75600
180712,234292
51511,75966
12904,18493
199372,399560
46196,64131
29759,39537
29759,39537
29759,39537
29759,39537
14599,32239
25094,30012
13146,13752
3120,9869
29759,39537
34883,55735
263151,263163
180712,234292
10734,60559
3456,9030
414,31823
1637,1640
6633,11593
1637,1640
122814,170619
160798,233468
29759,39537
169977,174729
41256,361696
41256,361696
41256,361696
180712,234292
55727,78359
25094,30012
197035,232842
46170,61405
79772,158573
29759,39537
29759,39537
8481,14906
180712,234292
91927,215767
109595,114378
91927,215767
29759,39537
109595,114378
53198,136177
90205,262847
32015,37761
22383,51130
21166,207188
42687,161938
21599,54269
23901,54363
23901,54363
26594,43658
29759,39537
22085,64287
19043,59514
49061,321320
7563,33741
79772,158573
109595,114378
57824,82730
3850,11892
227683,433612
35284,59771
53349,61601
2641,65360
98742,152903
84055,176891
4767,8324
65060,125994
160798,233468
23901,54363
14372,42283
5829,13732
29759,39537
29759,39537
31455,171028
5456,17284
11153,49254
8619,64259
18761,20716
4177,9179
49098,82214
3123,55674
227683,433612
7548,32686
367144,410601
367144,410601
4262,12500
4365,30627
29759,39537
8619,64259
16648,30209
16648,30209
19002,106810
42687,161938
10149,30877
10149,30877
1872,2683
30750,34871
15076,59577
74550,74552
74550,74552
74550,74552
7916,86421
7916,86421
3085,22627
3085,22627
27504,60683
2503,31195
91927,215767
29307,83941
91927,215767
16164,156021
3236,38006
3236,38006
29759,39537
93020,105517
4406,32702
74550,74552
11516,35036
91927,215767
147735,169543
5384,110507
74550,74552
6170,28905
181730,181734
33081,42712
33081,42712
3425,24448
74550,74552
11516,35036
74550,74552
74550,74552
74550,74552
38970,66574
38970,66574
41256,361696
41256,361696
41256,361696
41256,361696
41256,361696
41256,361696
57824,82730
55727,78359
32813,32818
14599,32239
14599,32239
3210,51116
4068,11498
4102,183325
446665,447929
14599,32239
24557,26566
14599,32239
37888,72095
14599,32239
16109,16111
16109,16111
190422,246920
117539,227387
10596,10598
14599,32239
144629,207697
160798,233468
14599,32239
37664,118500
42687,161938
18190,38480
10596,10598
5208,42732
6790,13965
93020,105517
93020,105517
24076,38185
8384,52832
5582,47930
14896,21659
6790,13965
14930,24221
1872,2683
15127,32602
74550,74552
10727,18426
688,15749
5197,22780
5197,22780
14896,21659
5208,50077
17928,28416
29759,39537
33373,102751
40443,85270
29307,83941
12898,44502
423341,440525
40443,85270
79503,101861
76908,97659
76908,97659
79503,101861
36892,296324
14896,21659
18190,38480
9650,43881
17611,17715
17611,17715
6688,18059
31477,89137
74550,74552
188409,288952
112799,128209
3098,80447
176255,468259
3098,80447
176255,468259
688,15749
688,15749
22044,51893
31173,38009
29307,83941
74550,74552
1637,1640
1637,1640
11442,79797
448,2117
448,2117
132,2753
22044,51893
74550,74552
347707,429715
69474,378519
74550,74552
14896,21659
147571,151976
22044,51893
3833,4829
49695,63247
4146,21483
14896,21659
55727,78359
6688,18059
132,2753
348108,372238
160798,233468
23490,86953
74550,74552
14896,21659
13679,14299
7644,83556
38673,51162
67554,67555
349,37216
83347,132031
236462,318313
8495,150048
1797,22010
14896,21659
42687,161938
14372,42283
2137,31014
54908,122021
14896,21659
187138,238935
187138,238935
5081,9526
160798,233468
42687,161938
57824,82730
14896,21659
14896,21659
144629,207697
2935,8546
14896,21659
138889,138890
1841,11532
177204,237989
38085,42565
74550,74552
109595,114378
94085,98742
109595,114378
94085,98742
3375,19319
42904,74490
16253,27877
29307,83941
16253,27877
183955,221870
31442,113592
31442,113592
23490,86953
5081,9526
5081,9526
6854,19622
116154,291163
19006,20353
14896,21659
17709,22687
17709,22687
5081,9526
13213,33791
4146,21483
38085,42565
204468,356740
14896,21659
174308,229525
42420,256011
14896,21659
204468,356740
73086,331731
14896,21659
42687,161938
55727,78359
14896,21659
354352,354356
21599,54269
91765,131554
278731,317254
278731,317254
278731,317254
35284,59771
75183,155666
53535,65561
122814,170619
18471,40254
18471,25988
434,7100
14896,21659
15127,32602
11915,13589
30623,76457
39537,39538
7933,15292
24373,147147
18650,238657
11915,13589
688,15749
10894,99122
68139,128205
31173,38009
12303,27620
25624,33379
25624,33379
5829,13732
68139,128205
924,2154
924,2154
49682,72215
49682,72215
202056,273441
202056,273441
67554,67555
177204,237989
10149,30877
1820,10687
4,6035
1820,10687
131606,194419
13343,338539
13343,338539
31173,38009
9650,43881
5384,110507
13213,33791
4109,70601
144507,237774
30750,34871
9650,43881
5384,110507
56946,80954
56946,80954
126799,155064
64498,115521
1872,2683
67554,67555
354352,354356
109437,320622
14599,32239
29036,77589
14930,24221
2126,3951
12217,43495
40110,89049
12217,43495
40110,89049
5465,317640
5465,317640
21262,40656
22512,26676
188388,210464
68139,128205
68139,128205
61530,82959
56630,142980
14896,21659
160798,233468
42687,161938
227683,433612
227683,433612
30600,279287
17479,19463
72095,84026
1820,10687
161487,443571
161487,443571
314443,314450
208408,318767
15076,59577
314443,314450
314443,314450
1500,11152
1500,11152
203840,294612
22044,51893
314443,314450
314443,314450
314443,314450
49682,72215
34448,50982
13248,29563
34069,93746
63572,249599
69083,117667
63572,249599
448,2117
2348,14698
8720,22915
2991,8183
57455,144221
88809,182037
263151,263163
67554,67555
94213,110062
179001,391697
11462,163294
31173,38009
110413,165873
2625,5338
138094,164230
314443,314450
314443,314450
314443,314450
314443,314450
314443,314450
314443,314450
14662,27853
8203,96430
2797,15952
12303,27620
2797,15952
2797,15952
3850,11892
4998,6165
34883,55735
120942,146227
13146,13752
144045,156667
7630,79348
82245,256513
30600,279287
39681,192636
2797,15952
19767,20763
33371,69413
280181,345827
14599,32239
67186,275375
2797,15952
91927,215767
164985,225214
180712,234292
842,8815
16832,95730
2797,15952
183955,221870
16648,30209
6290,16051
10902,19148
3980,27394
149339,221445
62554,144469
211006,371910
39840,45922
118203,201878
62554,144469
8817,18452
23490,86953
241707,309660
249773,268964
1797,22010
49682,72215
2797,15952
487582,513582
75789,353622
6170,28905
33895,42977
36892,296324
2797,15952
23490,86953
278731,317254
278731,317254
278731,317254
278731,317254
278731,317254
278731,317254
94213,110062
112925,137052
2486,30398
3375,19319
3375,19319
6688,18059
46170,61405
38504,65004
2797,15952
42687,161938
29759,39537
74550,74552
175657,467601
9100,11963
18722,32975
24556,72977
210439,313239
3123,55674
10390,19917
81011,88567
12060,12062
12060,12062
951,200511
12060,12062
2797,15952
112925,137052
111722,111726
111722,111726
111722,111726
24239,72949
16019,21232
314443,314450
314443,314450
314443,314450
2486,30398
1164,7775
1164,7775
42284,52236
34869,37099
51246,107722
278731,317254
278731,317254
33492,65513
278731,317254
4465,124908
16905,227137
24980,35074
7651,34204
7651,34204
47403,196132
28914,435234
36956,354618
84722,84724
21823,48542
3114,29826
126779,128627
33138,86967
93003,163816
37960,50803
151034,335156
38926,116233
38926,116233
38926,116233
38926,116233
38926,116233
38926,116233
44450,73912
44613,73937
242097,270387
110413,165873
2641,65360
43657,62080
5726,5728
842,8815
198055,234089
84309,148221
9650,43881
5384,110507
